tf,start_ts,end_ts,overlap_hours,kijun_flat_bars,ssb_flat_bars,kijun,ssb,range_mid,mid_spread,strength
D1,2024-08-05 00:00:00+00:00,2024-08-23 00:00:00+00:00,432.0,19,45,59484.5,59484.5,59484.5,0.0,69.2
D1,2024-09-06 00:00:00+00:00,2024-09-18 00:00:00+00:00,288.0,14,45,58843.100000000006,59484.5,59163.8,641.3999999999942,64.50074174152081
D1,2025-01-20 00:00:00+00:00,2025-02-07 00:00:00+00:00,432.0,19,36,99454.5,99454.5,99454.5,0.0,58.4
D1,2024-08-28 00:00:00+00:00,2024-08-30 00:00:00+00:00,48.0,3,45,57031.7,59484.5,58258.1,2452.800000000003,54.12136601499894
D1,2022-12-25 00:00:00+00:00,2022-12-26 00:00:00+00:00,24.0,15,36,17305.0,18458.45,17881.725,1153.4500000000007,51.85511664589371
D1,2022-11-21 00:00:00+00:00,2022-11-30 00:00:00+00:00,216.0,10,36,18458.45,18458.45,18458.45,0.0,51.199999999999996
D1,2025-02-08 00:00:00+00:00,2025-02-14 00:00:00+00:00,144.0,7,36,100565.15,99454.5,100009.825,1110.6499999999942,48.26400845130523
D1,2025-02-19 00:00:00+00:00,2025-02-24 00:00:00+00:00,120.0,6,36,98790.15,99454.5,99122.325,664.3500000000058,47.6804302778903
D1,2025-10-10 00:00:00+00:00,2025-10-31 00:00:00+00:00,504.0,22,25,113862.5,113862.5,113862.5,0.0,47.6
D1,2025-09-01 00:00:00+00:00,2025-09-08 00:00:00+00:00,168.0,8,34,115878.55,115878.55,115878.55,0.0,47.199999999999996
D1,2025-09-18 00:00:00+00:00,2025-09-26 00:00:00+00:00,192.0,9,34,112543.35,115878.55,114210.95000000001,3335.199999999997,46.63807023879557
D1,2025-02-16 00:00:00+00:00,2025-02-18 00:00:00+00:00,48.0,3,36,99103.4,99454.5,99278.95,351.1000000000058,45.439303904795786
D1,2022-12-18 00:00:00+00:00,2022-12-23 00:00:00+00:00,120.0,6,36,17192.05,18458.45,17825.25,1266.4000000000015,44.81603213970506
D1,2022-12-07 00:00:00+00:00,2022-12-12 00:00:00+00:00,120.0,6,36,16436.6,18458.45,17447.525,2021.8500000000022,43.01530994189592
D1,2025-09-13 00:00:00+00:00,2025-09-16 00:00:00+00:00,72.0,4,34,112304.45,115878.55,114091.5,3574.100000000006,42.6634972328361
D1,2025-09-28 00:00:00+00:00,2025-09-30 00:00:00+00:00,48.0,3,34,113220.6,115878.55,114549.57500000001,2657.949999999997,42.22034071617841
D1,2022-12-14 00:00:00+00:00,2022-12-16 00:00:00+00:00,48.0,3,36,16921.6,18458.45,17690.025,1536.8500000000022,41.955083184344815
D1,2025-07-20 00:00:00+00:00,2025-07-27 00:00:00+00:00,168.0,8,30,114155.0,110707.7,112431.35,3447.300000000003,41.138632871542775
D1,2025-07-14 00:00:00+00:00,2025-07-17 00:00:00+00:00,72.0,4,30,110707.7,110707.7,110707.7,0.0,39.2
D1,2025-07-30 00:00:00+00:00,2025-08-02 00:00:00+00:00,72.0,4,30,115350.0,110707.7,113028.85,4642.300000000003,37.65350232406159
D1,2025-08-05 00:00:00+00:00,2025-08-08 00:00:00+00:00,72.0,4,30,117575.0,110707.7,114141.35,6867.300000000003,36.97538085087306
D1,2020-09-16 00:00:00+00:00,2020-09-26 00:00:00+00:00,240.0,14,22,10934.825,11154.0,11044.4125,219.17499999999927,36.86835211250413
D1,2021-12-06 00:00:00+00:00,2021-12-10 00:00:00+00:00,96.0,5,28,53641.97,55043.795,54342.8825,1401.824999999997,36.65446413903957
D1,2021-07-26 00:00:00+00:00,2021-08-12 00:00:00+00:00,408.0,19,18,38705.42,38474.305,38589.8625,231.11499999999796,36.580916593354715
D1,2024-01-23 00:00:00+00:00,2024-02-05 00:00:00+00:00,312.0,14,20,43786.25,43786.25,43786.25,0.0,35.2
D1,2024-05-09 00:00:00+00:00,2024-05-16 00:00:00+00:00,168.0,8,25,61879.85,64714.05,63296.95,2834.2000000000044,34.83999567526045
D1,2022-10-13 00:00:00+00:00,2022-10-25 00:00:00+00:00,288.0,13,22,19208.9,20383.9,19796.4,1175.0,34.738144329896905
D1,2024-05-21 00:00:00+00:00,2024-05-26 00:00:00+00:00,120.0,6,25,64335.25,64714.05,64524.65,378.8000000000029,34.5968946180827
D1,2021-12-21 00:00:00+00:00,2021-12-25 00:00:00+00:00,96.0,5,28,50056.94,55043.795,52550.3675,4986.854999999996,34.341140085446426
D1,2021-12-30 00:00:00+00:00,2021-12-31 00:00:00+00:00,24.0,6,28,48753.555,55043.795,51898.675,6290.239999999998,34.24894793106213
D1,2021-06-22 00:00:00+00:00,2021-06-30 00:00:00+00:00,192.0,19,22,35096.505,44171.0,39633.7525,9074.495000000003,33.84979317927626
D1,2023-05-15 00:00:00+00:00,2023-05-21 00:00:00+00:00,144.0,7,24,27899.6,28405.0,28152.3,505.40000000000146,33.793330239342296
D1,2022-03-08 00:00:00+00:00,2022-03-16 00:00:00+00:00,192.0,14,19,39826.85,39350.665,39588.7575,476.1849999999977,33.59589883350014
D1,2021-12-14 00:00:00+00:00,2021-12-16 00:00:00+00:00,48.0,3,28,50470.855,55043.795,52757.325,4572.939999999995,33.12846539258104
D1,2021-12-18 00:00:00+00:00,2021-12-20 00:00:00+00:00,48.0,3,28,50169.255000000005,55043.795,52606.525,4874.539999999994,32.947108756596634
D1,2023-07-24 00:00:00+00:00,2023-07-31 00:00:00+00:00,168.0,8,24,30340.0,28313.5,29326.75,2026.5,32.924867437984894
D1,2023-05-26 00:00:00+00:00,2023-05-31 00:00:00+00:00,120.0,6,24,27795.5,28405.0,28100.25,609.5,32.88668135389544
D1,2021-04-26 00:00:00+00:00,2021-05-09 00:00:00+00:00,312.0,15,17,55958.27,55958.27,55958.27,0.0,32.4
D1,2020-03-23 00:00:00+00:00,2020-04-01 00:00:00+00:00,216.0,10,23,6412.905,7080.905,6746.905,668.0,32.392838208985815
D1,2022-02-10 00:00:00+00:00,2022-02-16 00:00:00+00:00,144.0,9,23,39350.665,42493.915,40922.29,3143.25,32.31767253958535
D1,2023-08-01 00:00:00+00:00,2023-08-05 00:00:00+00:00,96.0,7,24,30200.0,28313.5,29256.75,1886.5,32.316222616457814
D1,2023-08-18 00:00:00+00:00,2023-09-02 00:00:00+00:00,360.0,16,17,27415.5,28215.5,27815.5,800.0,32.27183169960337
D1,2021-05-19 00:00:00+00:00,2021-06-04 00:00:00+00:00,384.0,17,17,44171.0,46837.055,45504.0275,2666.0550000000003,32.11821227418492
D1,2024-07-22 00:00:00+00:00,2024-07-26 00:00:00+00:00,96.0,5,24,60894.6,62736.75,61815.675,1842.1500000000015,31.85082336696235
D1,2022-02-26 00:00:00+00:00,2022-03-07 00:00:00+00:00,216.0,12,19,40075.6,39350.665,39713.1325,724.9349999999977,31.81916378669679
D1,2023-05-22 00:00:00+00:00,2023-05-25 00:00:00+00:00,72.0,4,24,27850.5,28405.0,28127.75,554.5,31.38135955163908
D1,2023-07-18 00:00:00+00:00,2023-07-23 00:00:00+00:00,120.0,6,24,30625.0,28313.5,29469.25,2311.5,31.156181021530323
D1,2022-09-21 00:00:00+00:00,2022-10-05 00:00:00+00:00,336.0,18,15,20467.15,21642.15,21054.65,1175.0,30.68742242905309
D1,2022-01-31 00:00:00+00:00,2022-02-06 00:00:00+00:00,144.0,7,23,38625.255000000005,42493.915,40559.58500000001,3868.659999999996,30.309057267510788
D1,2024-07-10 00:00:00+00:00,2024-07-12 00:00:00+00:00,48.0,3,24,60305.05,62736.75,61520.9,2431.699999999997,30.013667622582968
D1,2022-10-29 00:00:00+00:00,2022-11-03 00:00:00+00:00,120.0,6,22,19502.9,20383.9,19943.4,881.0,29.880048404755957
D1,2020-03-16 00:00:00+00:00,2020-03-19 00:00:00+00:00,72.0,4,23,6820.355,7080.905,6950.629999999999,260.5500000000002,29.687153004085317
D1,2020-03-13 00:00:00+00:00,2020-03-15 00:00:00+00:00,48.0,3,23,6953.905,7080.905,7017.405,127.0,29.466715562737555
D1,2023-04-24 00:00:00+00:00,2023-04-30 00:00:00+00:00,144.0,16,17,28989.15,25290.3,27139.725,3698.850000000002,29.217915224682073
D1,2020-10-05 00:00:00+00:00,2020-10-07 00:00:00+00:00,48.0,5,22,10654.605,11154.0,10904.3025,499.39500000000044,29.068711792819826
D1,2019-11-25 00:00:00+00:00,2019-11-29 00:00:00+00:00,96.0,5,22,8030.094999999999,8459.335,8244.715,429.2399999999998,28.89562327680971
D1,2022-04-11 00:00:00+00:00,2022-04-16 00:00:00+00:00,120.0,7,20,43668.35,41251.85,42460.1,2416.5,28.006109197220823
D1,2023-09-13 00:00:00+00:00,2023-09-23 00:00:00+00:00,240.0,12,16,26528.0,27415.5,26971.75,887.5,27.882530936762475
D1,2022-04-02 00:00:00+00:00,2022-04-07 00:00:00+00:00,120.0,6,20,42850.0,41251.85,42050.925,1598.1500000000015,27.74552816984094
D1,2022-10-26 00:00:00+00:00,2022-10-28 00:00:00+00:00,48.0,3,22,19473.9,20383.9,19928.9,910.0,27.542352043533967
D1,2020-10-01 00:00:00+00:00,2020-10-03 00:00:00+00:00,48.0,3,22,10509.505,11154.0,10831.752499999999,644.4950000000008,27.182619754410137
D1,2022-03-28 00:00:00+00:00,2022-04-01 00:00:00+00:00,96.0,5,20,42667.0,41251.85,41959.425,1415.1500000000015,27.086464824151015
D1,2021-10-20 00:00:00+00:00,2021-10-24 00:00:00+00:00,96.0,5,19,53929.365000000005,53326.79,53628.0775,602.5750000000044,26.50221619590507
D1,2021-06-16 00:00:00+00:00,2021-06-21 00:00:00+00:00,120.0,6,22,36191.0,44171.0,40181.0,7980.0,26.030339901580117
D1,2023-06-23 00:00:00+00:00,2023-07-05 00:00:00+00:00,288.0,13,13,28138.5,28138.5,28138.5,0.0,26.0
D1,2022-07-20 00:00:00+00:00,2022-07-21 00:00:00+00:00,24.0,6,21,21420.0,25010.35,23215.175,3590.3499999999985,25.98177987560401
D1,2022-12-31 00:00:00+00:00,2023-01-08 00:00:00+00:00,192.0,15,12,17305.0,16921.6,17113.3,383.40000000000146,25.821504626586723
D1,2025-12-01 00:00:00+00:00,2025-12-06 00:00:00+00:00,120.0,8,17,94036.85,98490.1,96263.475,4453.25,25.615022033331606
D1,2020-08-02 00:00:00+00:00,2020-08-10 00:00:00+00:00,192.0,9,15,10599.135,10485.325,10542.23,113.80999999999949,24.930855740031003
D1,2024-09-27 00:00:00+00:00,2024-10-01 00:00:00+00:00,96.0,5,17,59480.4,59480.4,59480.4,0.0,24.4
D1,2022-11-09 00:00:00+00:00,2022-11-20 00:00:00+00:00,264.0,12,12,18468.15,18468.15,18468.15,0.0,24.0
D1,2020-07-07 00:00:00+00:00,2020-07-15 00:00:00+00:00,192.0,11,13,9305.7,9560.315,9433.0075,254.61499999999978,23.75870684473925
D1,2023-04-14 00:00:00+00:00,2023-04-21 00:00:00+00:00,168.0,8,17,28769.5,25290.3,27029.9,3479.2000000000007,23.743778741424684
D1,2021-10-27 00:00:00+00:00,2021-10-29 00:00:00+00:00,48.0,3,19,57017.645,53326.79,55172.2175,3690.854999999996,23.619899912631986
D1,2022-07-15 00:00:00+00:00,2022-07-17 00:00:00+00:00,48.0,3,21,20571.45,25010.35,22790.9,4438.899999999998,23.100751382676332
D1,2022-03-17 00:00:00+00:00,2022-03-21 00:00:00+00:00,96.0,14,10,39826.85,40075.6,39951.225,248.75,23.05644269679273
D1,2024-10-08 00:00:00+00:00,2024-10-11 00:00:00+00:00,72.0,4,17,61948.15,59480.4,60714.275,2467.75,22.67823625469427
D1,2021-11-04 00:00:00+00:00,2021-11-06 00:00:00+00:00,48.0,3,19,60450.0,53326.79,56888.395000000004,7123.209999999999,22.39574455288225
D1,2025-06-29 00:00:00+00:00,2025-07-04 00:00:00+00:00,120.0,13,10,104384.5,105037.45,104710.975,652.9499999999971,22.26118512574394
D1,2023-09-26 00:00:00+00:00,2023-09-28 00:00:00+00:00,48.0,5,16,26184.0,27415.5,26799.75,1231.5,22.180751839464882
D1,2020-07-03 00:00:00+00:00,2020-07-05 00:00:00+00:00,48.0,8,13,9416.195,9560.315,9488.255000000001,144.1200000000008,21.670835074423493
D1,2021-09-26 00:00:00+00:00,2021-10-02 00:00:00+00:00,144.0,12,10,46226.79,46226.79,46226.79,0.0,21.6
D1,2021-03-06 00:00:00+00:00,2021-03-12 00:00:00+00:00,144.0,7,16,50737.095,43676.07,47206.582500000004,7061.0250000000015,21.5731501706612
D1,2025-12-13 00:00:00+00:00,2025-12-16 00:00:00+00:00,72.0,4,17,87577.5,98490.1,93033.8,10912.600000000006,21.122402315039288
D1,2021-09-17 00:00:00+00:00,2021-09-20 00:00:00+00:00,72.0,14,9,47519.0,45120.5,46319.75,2398.5,20.916894592888703
D1,2020-10-12 00:00:00+00:00,2020-10-18 00:00:00+00:00,144.0,7,12,10932.105,10934.825,10933.465,2.720000000001164,19.99502568765982
D1,2024-06-14 00:00:00+00:00,2024-06-17 00:00:00+00:00,72.0,4,15,68598.2,64340.85,66469.525,4257.3499999999985,19.923882258335325
D1,2021-09-21 00:00:00+00:00,2021-09-25 00:00:00+00:00,96.0,12,9,46226.79,45120.5,45673.645000000004,1106.2900000000009,19.917564186440188
D1,2021-07-20 00:00:00+00:00,2021-07-24 00:00:00+00:00,96.0,5,14,32932.62,35096.505,34014.5625,2163.8849999999948,19.555922072112136
D1,2024-12-17 00:00:00+00:00,2024-12-25 00:00:00+00:00,192.0,14,9,99283.4,87588.4,93435.9,11695.0,19.552670052287198
D1,2024-06-18 00:00:00+00:00,2024-06-20 00:00:00+00:00,48.0,3,15,68076.9,64340.85,66208.875,3736.0499999999956,19.310350965420295
D1,2024-06-24 00:00:00+00:00,2024-07-02 00:00:00+00:00,192.0,9,10,65181.0,65181.0,65181.0,0.0,19.2
D1,2020-06-28 00:00:00+00:00,2020-06-30 00:00:00+00:00,48.0,8,11,9416.195,9218.625,9317.41,197.5699999999997,19.19302363220942
D1,2022-08-28 00:00:00+00:00,2022-09-02 00:00:00+00:00,120.0,9,10,22354.0,22050.5,22202.25,303.5,18.94107950190507
D1,2023-10-24 00:00:00+00:00,2023-11-01 00:00:00+00:00,192.0,9,10,31253.45,30434.95,30844.2,818.5,18.703668354246478
D1,2021-07-14 00:00:00+00:00,2021-07-17 00:00:00+00:00,72.0,4,14,32701.504999999997,35096.505,33899.005,2395.0,18.680222808146965
